"start_station_name","end_station_name","total_trips","avg_duration"
"Post at Kearny","San Francisco Caltrain 2 (330 Townsend)",5,569
"Powell Street BART","South Van Ness at Market",5,479.4
"Powell Street BART","Washington at Kearny",5,447.2
"Powell at Post (Union Square)","Commercial at Montgomery",5,526.6
"Powell at Post (Union Square)","Howard at 2nd",5,433
"Redwood City Caltrain Station","Mezes Park",5,307.4
"Rengstorff Avenue / California Street","San Antonio Caltrain Station",5,296.8
"San Francisco Caltrain (Townsend at 4th)","Washington at Kearny",5,760.6
"San Francisco Caltrain 2 (330 Townsend)","Howard at 2nd",5,438
"San Francisco Caltrain 2 (330 Townsend)","Market at 4th",5,667.2
"San Francisco Caltrain 2 (330 Townsend)","Washington at Kearny",5,941.8
"San Francisco City Hall","2nd at South Park",5,1397.6
"Santa Clara County Civic Center","Japantown",5,661.2
"Santa Clara at Almaden","Arena Green / SAP Center",5,186
"South Van Ness at Market","Golden Gate at Polk",5,662.6
"South Van Ness at Market","Harry Bridges Plaza (Ferry Building)",5,2263
"South Van Ness at Market","South Van Ness at Market",5,7550.2
"Spear at Folsom","Commercial at Montgomery",5,473.2
"Spear at Folsom","Harry Bridges Plaza (Ferry Building)",5,1783
"Spear at Folsom","Steuart at Market",5,238
"Steuart at Market","Broadway St at Battery St",5,619.6
"Steuart at Market","Howard at 2nd",5,363.8
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Sansome",5,693.8
"Temporary Transbay Terminal (Howard at Beale)","Post at Kearny",5,472.2
"Townsend at 7th","5th at Howard",5,554.2
"Townsend at 7th","Market at 10th",5,705.6
"Washington at Kearny","Beale at Market",5,367
"Yerba Buena Center of the Arts (3rd @ Howard)","Embarcadero at Sansome",5,2464.8
"Yerba Buena Center of the Arts (3rd @ Howard)","Post at Kearny",5,389.4
"Yerba Buena Center of the Arts (3rd @ Howard)","Powell Street BART",5,357.8
"2nd at Folsom","Civic Center BART (7th at Market)",4,641.75
"2nd at Folsom","Davis at Jackson",4,1089.5
"2nd at Folsom","Howard at 2nd",4,995.25
"2nd at South Park","2nd at Folsom",4,384.5
"2nd at South Park","Mechanics Plaza (Market at Battery)",4,471.5
"2nd at Townsend","5th at Howard",4,553.5
"2nd at Townsend","Commercial at Montgomery",4,1016
"2nd at Townsend","Embarcadero at Vallejo",4,932.5
"5th at Howard","Civic Center BART (7th at Market)",4,686.25
"5th at Howard","Market at 10th",4,4533.5
"5th at Howard","Spear at Folsom",4,539.5
"Adobe on Almaden","SJSU - San Salvador at 9th",4,554.5
"Arena Green / SAP Center","Santa Clara County Civic Center",4,1277
"Beale at Market","Beale at Market",4,1377.5
"Beale at Market","Market at 4th",4,410
"Broadway St at Battery St","Clay at Battery",4,138.5
"Civic Center BART (7th at Market)","Beale at Market",4,4183.25
"Civic Center BART (7th at Market)","San Francisco City Hall",4,311.25
"Civic Center BART (7th at Market)","Temporary Transbay Terminal (Howard at Beale)",4,679.25
"Clay at Battery","Harry Bridges Plaza (Ferry Building)",4,388.25
"Clay at Battery","Market at 4th",4,470.75
"Clay at Battery","Steuart at Market",4,343.75
"Commercial at Montgomery","2nd at Folsom",4,1010
"Commercial at Montgomery","5th at Howard",4,644.5
"Davis at Jackson","Commercial at Montgomery",4,239.5
"Davis at Jackson","Harry Bridges Plaza (Ferry Building)",4,438.25
"Davis at Jackson","Mechanics Plaza (Market at Battery)",4,563.5
"Davis at Jackson","Powell Street BART",4,1156.25
"Davis at Jackson","Spear at Folsom",4,427
"Embarcadero at Folsom","Beale at Market",4,213.75
"Embarcadero at Folsom","Howard at 2nd",4,264.25
"Embarcadero at Folsom","Market at Sansome",4,3335.25
"Embarcadero at Sansome","5th at Howard",4,1056
"Embarcadero at Sansome","Civic Center BART (7th at Market)",4,1216.5
"Embarcadero at Sansome","Golden Gate at Polk",4,913
"Embarcadero at Sansome","Townsend at 7th",4,1274
"Embarcadero at Vallejo","Beale at Market",4,282.5
"Embarcadero at Vallejo","Embarcadero at Folsom",4,405
"Embarcadero at Vallejo","Market at Sansome",4,621.75
"Embarcadero at Vallejo","Mechanics Plaza (Market at Battery)",4,362.25
"Golden Gate at Polk","Civic Center BART (7th at Market)",4,319.25
"Golden Gate at Polk","Embarcadero at Vallejo",4,724.25
"Golden Gate at Polk","Steuart at Market",4,816
"Grant Avenue at Columbus Avenue","Broadway St at Battery St",4,264
"Grant Avenue at Columbus Avenue","Embarcadero at Bryant",4,1184.75
"Grant Avenue at Columbus Avenue","Embarcadero at Sansome",4,950.25
"Grant Avenue at Columbus Avenue","Harry Bridges Plaza (Ferry Building)",4,469.5
"Grant Avenue at Columbus Avenue","Powell Street BART",4,584.5
"Grant Avenue at Columbus Avenue","Townsend at 7th",4,1303
"Harry Bridges Plaza (Ferry Building)","5th at Howard",4,727.25
"Howard at 2nd","Howard at 2nd",4,3301
"Howard at 2nd","Market at Sansome",4,150.5
"Howard at 2nd","Temporary Transbay Terminal (Howard at Beale)",4,291
"Japantown","San Jose Diridon Caltrain Station",4,840.5
"Market at 10th","Post at Kearny",4,414
"Market at 10th","Powell at Post (Union Square)",4,860
"Market at 10th","Steuart at Market",4,1068.75
"Market at 4th","Commercial at Montgomery",4,592.5
"Market at 4th","Grant Avenue at Columbus Avenue",4,493.25
"Market at 4th","Townsend at 7th",4,1531.75
"Market at Sansome","5th at Howard",4,614.75
"Market at Sansome","Davis at Jackson",4,332.5
"Market at Sansome","Embarcadero at Folsom",4,511.75
"Market at Sansome","Mechanics Plaza (Market at Battery)",4,8302.5
"Market at Sansome","Washington at Kearny",4,377.75
"Mechanics Plaza (Market at Battery)","2nd at South Park",4,436
"Mechanics Plaza (Market at Battery)","Harry Bridges Plaza (Ferry Building)",4,223.75
"Mechanics Plaza (Market at Battery)","Spear at Folsom",4,475.75
"Mezes Park","Redwood City Caltrain Station",4,317.5
"Palo Alto Caltrain Station","Park at Olive",4,1076.75
"Paseo de San Antonio","Japantown",4,1327
"Paseo de San Antonio","SJSU - San Salvador at 9th",4,383.25
"Post at Kearny","Embarcadero at Sansome",4,604
"Post at Kearny","Market at 10th",4,814.25
"Post at Kearny","Market at 4th",4,254.5
"Post at Kearny","Mechanics Plaza (Market at Battery)",4,131
"Post at Kearny","Steuart at Market",4,467.5
"Powell Street BART","Civic Center BART (7th at Market)",4,243.5
"Powell Street BART","Commercial at Montgomery",4,586
"Powell Street BART","Harry Bridges Plaza (Ferry Building)",4,633.25
"Powell Street BART","Temporary Transbay Terminal (Howard at Beale)",4,485.5
"Powell at Post (Union Square)","Beale at Market",4,334.5
"Powell at Post (Union Square)","Embarcadero at Vallejo",4,13242.25
"Powell at Post (Union Square)","Market at 10th",4,561.5
"Redwood City Caltrain Station","Redwood City Caltrain Station",4,1033.25
"SJSU - San Salvador at 9th","SJSU 4th at San Carlos",4,227.5
"San Antonio Caltrain Station","Rengstorff Avenue / California Street",4,417.75
"San Francisco Caltrain (Townsend at 4th)","Golden Gate at Polk",4,1038
"San Francisco Caltrain 2 (330 Townsend)","Grant Avenue at Columbus Avenue",4,937.25
"San Francisco City Hall","Harry Bridges Plaza (Ferry Building)",4,1615.75
"San Francisco City Hall","San Francisco Caltrain (Townsend at 4th)",4,555.5
"San Francisco City Hall","South Van Ness at Market",4,306
"San Jose Diridon Caltrain Station","San Jose Civic Center",4,469.25
"San Salvador at 1st","San Jose Diridon Caltrain Station",4,552
"South Van Ness at Market","2nd at South Park",4,1172.25
"South Van Ness at Market","Post at Kearny",4,666.5
"South Van Ness at Market","Townsend at 7th",4,481.5
"Spear at Folsom","2nd at South Park",4,469.25
"Spear at Folsom","5th at Howard",4,691.75
"Spear at Folsom","Beale at Market",4,273.25
"Spear at Folsom","Embarcadero at Sansome",4,625.5
"Spear at Folsom","Mechanics Plaza (Market at Battery)",4,678.25
"St James Park","Arena Green / SAP Center",4,370.75
"St James Park","Paseo de San Antonio",4,303.25
"Steuart at Market","Spear at Folsom",4,231.75
"Temporary Transbay Terminal (Howard at Beale)","Grant Avenue at Columbus Avenue",4,815
"Temporary Transbay Terminal (Howard at Beale)","Harry Bridges Plaza (Ferry Building)",4,454.75
"Temporary Transbay Terminal (Howard at Beale)","South Van Ness at Market",4,989
"Townsend at 7th","2nd at Townsend",4,378
"Townsend at 7th","Davis at Jackson",4,979.75
"Townsend at 7th","Embarcadero at Sansome",4,1191.25
"Townsend at 7th","Howard at 2nd",4,697
"Townsend at 7th","Post at Kearny",4,896.5
"Washington at Kearny","Embarcadero at Folsom",4,1391
"Washington at Kearny","San Francisco Caltrain (Townsend at 4th)",4,960
"Yerba Buena Center of the Arts (3rd @ Howard)","Commercial at Montgomery",4,535.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Temporary Transbay Terminal (Howard at Beale)",4,552.75
"2nd at Folsom","5th at Howard",3,370
"2nd at Folsom","Steuart at Market",3,2047.66666666667
"2nd at South Park","2nd at South Park",3,6867.66666666667
"2nd at South Park","Beale at Market",3,487
"2nd at South Park","Commercial at Montgomery",3,746.666666666667
"2nd at South Park","Embarcadero at Folsom",3,330.666666666667
"2nd at South Park","Embarcadero at Sansome",3,1338
"2nd at South Park","Golden Gate at Polk",3,979.666666666667
"2nd at South Park","Townsend at 7th",3,459
"2nd at Townsend","Market at 10th",3,1477
"2nd at Townsend","Market at 4th",3,796.333333333333
"2nd at Townsend","Post at Kearny",3,580
"5th at Howard","5th at Howard",3,4262
"5th at Howard","Clay at Battery",3,716
"5th at Howard","Harry Bridges Plaza (Ferry Building)",3,646.333333333333
"5th at Howard","Powell Street BART",3,1046.33333333333
"5th at Howard","South Van Ness at Market",3,707.666666666667
"5th at Howard","Steuart at Market",3,877
"Arena Green / SAP Center","Arena Green / SAP Center",3,2126.33333333333
"Arena Green / SAP Center","Santa Clara at Almaden",3,203.333333333333
"Beale at Market","Howard at 2nd",3,292
"Broadway St at Battery St","Market at Sansome",3,405.666666666667
"Broadway St at Battery St","Steuart at Market",3,320
"California Ave Caltrain Station","Cowper at University",3,1198
"Castro Street and El Camino Real","Castro Street and El Camino Real",3,6120.33333333333
"Civic Center BART (7th at Market)","2nd at Folsom",3,534.333333333333
"Civic Center BART (7th at Market)","Howard at 2nd",3,555.666666666667
"Clay at Battery","Embarcadero at Folsom",3,371.333333333333
"Clay at Battery","Spear at Folsom",3,769
"Commercial at Montgomery","Beale at Market",3,250.333333333333
"Commercial at Montgomery","Embarcadero at Sansome",3,330
"Commercial at Montgomery","Powell at Post (Union Square)",3,5790.66666666667
"Davis at Jackson","2nd at Folsom",3,554
"Davis at Jackson","Clay at Battery",3,579.666666666667
"Davis at Jackson","Townsend at 7th",3,3837.66666666667
"Embarcadero at Bryant","Embarcadero at Bryant",3,15557.3333333333
"Embarcadero at Bryant","Market at Sansome",3,612.333333333333
"Embarcadero at Bryant","Post at Kearny",3,742
"Embarcadero at Bryant","Townsend at 7th",3,657.333333333333
"Embarcadero at Folsom","Davis at Jackson",3,450
"Embarcadero at Folsom","Embarcadero at Folsom",3,1346.66666666667
"Embarcadero at Folsom","Washington at Kearny",3,508
"Embarcadero at Sansome","San Francisco Caltrain 2 (330 Townsend)",3,1113
"Embarcadero at Sansome","San Francisco City Hall",3,1844.66666666667
"Embarcadero at Sansome","Spear at Folsom",3,537
"Embarcadero at Vallejo","Embarcadero at Vallejo",3,966.333333333333
"Embarcadero at Vallejo","Harry Bridges Plaza (Ferry Building)",3,262
"Embarcadero at Vallejo","Powell Street BART",3,942
"Embarcadero at Vallejo","Temporary Transbay Terminal (Howard at Beale)",3,791.666666666667
"Golden Gate at Polk","Golden Gate at Polk",3,7864.66666666667
"Golden Gate at Polk","Market at 10th",3,207.333333333333
"Golden Gate at Polk","Temporary Transbay Terminal (Howard at Beale)",3,644.666666666667
"Grant Avenue at Columbus Avenue","Civic Center BART (7th at Market)",3,959
"Grant Avenue at Columbus Avenue","Market at 10th",3,1390.33333333333
"Grant Avenue at Columbus Avenue","Powell at Post (Union Square)",3,1171.33333333333
"Harry Bridges Plaza (Ferry Building)","Broadway St at Battery St",3,34113.6666666667
"Harry Bridges Plaza (Ferry Building)","Clay at Battery",3,1921.66666666667
"Harry Bridges Plaza (Ferry Building)","Golden Gate at Polk",3,5362.33333333333
"Harry Bridges Plaza (Ferry Building)","Market at 10th",3,855.333333333333
"Howard at 2nd","Civic Center BART (7th at Market)",3,585.333333333333
"Japantown","Ryland Park",3,35710.3333333333
"MLK Library","San Jose Diridon Caltrain Station",3,696.666666666667
"Market at 10th","2nd at Folsom",3,661
"Market at 10th","Harry Bridges Plaza (Ferry Building)",3,741.333333333333
"Market at 10th","Temporary Transbay Terminal (Howard at Beale)",3,710
"Market at 4th","Beale at Market",3,273.333333333333
"Market at 4th","Embarcadero at Bryant",3,601.333333333333
"Market at 4th","Howard at 2nd",3,766.333333333333
"Market at 4th","Powell Street BART",3,2601
"Market at 4th","Powell at Post (Union Square)",3,322.666666666667
"Market at 4th","South Van Ness at Market",3,489
"Market at 4th","Washington at Kearny",3,367.666666666667
"Market at Sansome","Embarcadero at Vallejo",3,792.333333333333
"Market at Sansome","Golden Gate at Polk",3,546.333333333333
"Market at Sansome","Market at 10th",3,645.333333333333
"Market at Sansome","San Francisco City Hall",3,8904.66666666667
"Market at Sansome","Spear at Folsom",3,379.666666666667
"Mechanics Plaza (Market at Battery)","Embarcadero at Sansome",3,591
"Mechanics Plaza (Market at Battery)","Embarcadero at Vallejo",3,361.333333333333
"Mechanics Plaza (Market at Battery)","Howard at 2nd",3,211.333333333333
"Mechanics Plaza (Market at Battery)","Post at Kearny",3,390.333333333333
"Mechanics Plaza (Market at Battery)","Powell Street BART",3,391
"Mechanics Plaza (Market at Battery)","San Francisco Caltrain 2 (330 Townsend)",3,743
"Mechanics Plaza (Market at Battery)","Townsend at 7th",3,1173.33333333333
"Mountain View City Hall","Mountain View City Hall",3,6784.33333333333
"Park at Olive","California Ave Caltrain Station",3,174
"Park at Olive","Palo Alto Caltrain Station",3,2597.66666666667
"Park at Olive","San Antonio Caltrain Station",3,1390.33333333333
"Paseo de San Antonio","St James Park",3,445.333333333333
"Post at Kearny","2nd at South Park",3,413
"Post at Kearny","Beale at Market",3,228.666666666667
"Post at Kearny","Civic Center BART (7th at Market)",3,506
"Post at Kearny","Powell Street BART",3,388.333333333333
"Powell Street BART","Mechanics Plaza (Market at Battery)",3,12742.6666666667
"Powell Street BART","Powell Street BART",3,968
"Powell at Post (Union Square)","Davis at Jackson",3,593.666666666667
"Powell at Post (Union Square)","Embarcadero at Bryant",3,1017
"Powell at Post (Union Square)","Powell Street BART",3,1049.66666666667
"Redwood City Caltrain Station","San Mateo County Center",3,1020
"Rengstorff Avenue / California Street","San Antonio Shopping Center",3,608
"Ryland Park","San Pedro Square",3,514
"SJSU - San Salvador at 9th","Adobe on Almaden",3,611.333333333333
"SJSU 4th at San Carlos","SJSU - San Salvador at 9th",3,193.666666666667
"SJSU 4th at San Carlos","SJSU 4th at San Carlos",3,1852.33333333333
"SJSU 4th at San Carlos","San Jose Diridon Caltrain Station",3,599.333333333333
"San Antonio Shopping Center","Rengstorff Avenue / California Street",3,257.333333333333
"San Francisco Caltrain (Townsend at 4th)","Powell at Post (Union Square)",3,788
"San Francisco Caltrain (Townsend at 4th)","San Francisco City Hall",3,690.333333333333
"San Francisco Caltrain 2 (330 Townsend)","Beale at Market",3,887.666666666667
"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain (Townsend at 4th)",3,501
"San Francisco Caltrain 2 (330 Townsend)","Spear at Folsom",3,656.333333333333
"San Francisco City Hall","Steuart at Market",3,803
"San Jose City Hall","San Pedro Square",3,392.333333333333
"San Jose Civic Center","San Jose Civic Center",3,9410
"San Jose Diridon Caltrain Station","San Jose City Hall",3,718.333333333333
"San Jose Diridon Caltrain Station","San Salvador at 1st",3,712.666666666667
"San Mateo County Center","Broadway at Main",3,653.666666666667
"San Pedro Square","Ryland Park",3,584.666666666667
"San Salvador at 1st","San Jose Civic Center",3,1126
"Santa Clara County Civic Center","Arena Green / SAP Center",3,1173.66666666667
"Spear at Folsom","2nd at Folsom",3,353.666666666667
"Spear at Folsom","Davis at Jackson",3,470.666666666667
"Spear at Folsom","Howard at 2nd",3,342
"Spear at Folsom","Market at 4th",3,639
"St James Park","SJSU - San Salvador at 9th",3,728.333333333333
"St James Park","San Pedro Square",3,656.666666666667
"Steuart at Market","Clay at Battery",3,245.666666666667
"Steuart at Market","Davis at Jackson",3,296
"Steuart at Market","South Van Ness at Market",3,3284.66666666667
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Vallejo",3,381
"Temporary Transbay Terminal (Howard at Beale)","Spear at Folsom",3,433.666666666667
"Townsend at 7th","2nd at South Park",3,633.666666666667
"Townsend at 7th","Golden Gate at Polk",3,852
"Townsend at 7th","Powell Street BART",3,756.333333333333
"Townsend at 7th","Powell at Post (Union Square)",3,32496
"Washington at Kearny","Embarcadero at Vallejo",3,969.333333333333
"Washington at Kearny","Harry Bridges Plaza (Ferry Building)",3,1191.66666666667
"Washington at Kearny","San Francisco Caltrain 2 (330 Townsend)",3,1072.66666666667
"Yerba Buena Center of the Arts (3rd @ Howard)","Civic Center BART (7th at Market)",3,569
"2nd at Folsom","Commercial at Montgomery",2,525
"2nd at Folsom","Embarcadero at Bryant",2,238
"2nd at Folsom","Embarcadero at Sansome",2,3639.5
"2nd at Folsom","Embarcadero at Vallejo",2,4852.5
"2nd at Folsom","Market at 10th",2,783
"2nd at Folsom","Spear at Folsom",2,214
"2nd at South Park","Embarcadero at Vallejo",2,707
"2nd at South Park","Powell at Post (Union Square)",2,814
"2nd at Townsend","Civic Center BART (7th at Market)",2,1052.5
"2nd at Townsend","Embarcadero at Bryant",2,292
"2nd at Townsend","Mechanics Plaza (Market at Battery)",2,567
"2nd at Townsend","Powell at Post (Union Square)",2,2046.5
"2nd at Townsend","Washington at Kearny",2,822.5
"5th at Howard","2nd at Townsend",2,653
"5th at Howard","Washington at Kearny",2,519.5
"Arena Green / SAP Center","San Jose Diridon Caltrain Station",2,54312
"Beale at Market","Davis at Jackson",2,1149.5
"Beale at Market","Market at 10th",2,840.5
"Beale at Market","Mechanics Plaza (Market at Battery)",2,123
"Beale at Market","Townsend at 7th",2,1357
"Broadway St at Battery St","Harry Bridges Plaza (Ferry Building)",2,561
"Broadway St at Battery St","Market at 4th",2,2982.5
"Broadway St at Battery St","Post at Kearny",2,754.5
"Broadway St at Battery St","Powell Street BART",2,1666.5
"Civic Center BART (7th at Market)","Commercial at Montgomery",2,17237.5
"Civic Center BART (7th at Market)","Embarcadero at Sansome",2,963
"Civic Center BART (7th at Market)","Washington at Kearny",2,636
"Clay at Battery","2nd at Folsom",2,647
"Clay at Battery","2nd at Townsend",2,654.5
"Clay at Battery","5th at Howard",2,14797
"Clay at Battery","Beale at Market",2,180.5
"Clay at Battery","Civic Center BART (7th at Market)",2,556.5
"Clay at Battery","Commercial at Montgomery",2,190
"Clay at Battery","Embarcadero at Bryant",2,550
"Clay at Battery","Market at 10th",2,1384
"Clay at Battery","Market at Sansome",2,207.5
"Commercial at Montgomery","2nd at South Park",2,743
"Commercial at Montgomery","Civic Center BART (7th at Market)",2,1308
"Commercial at Montgomery","Commercial at Montgomery",2,1724
"Commercial at Montgomery","Post at Kearny",2,305.5
"Commercial at Montgomery","San Francisco City Hall",2,876
"Commercial at Montgomery","South Van Ness at Market",2,767
"Commercial at Montgomery","Steuart at Market",2,341.5
"Cowper at University","Cowper at University",2,4766
"Cowper at University","Park at Olive",2,1008.5
"Davis at Jackson","Embarcadero at Bryant",2,611
"Davis at Jackson","Powell at Post (Union Square)",2,641.5
"Embarcadero at Bryant","Davis at Jackson",2,535
"Embarcadero at Bryant","Howard at 2nd",2,441.5
"Embarcadero at Bryant","Temporary Transbay Terminal (Howard at Beale)",2,288.5
"Embarcadero at Folsom","Clay at Battery",2,569.5
"Embarcadero at Folsom","Grant Avenue at Columbus Avenue",2,565
"Embarcadero at Folsom","Market at 4th",2,685
"Embarcadero at Sansome","Embarcadero at Vallejo",2,240
"Embarcadero at Sansome","Grant Avenue at Columbus Avenue",2,808
"Embarcadero at Sansome","Market at 10th",2,1070.5
"Embarcadero at Sansome","Post at Kearny",2,616
"Embarcadero at Sansome","Powell Street BART",2,714
"Embarcadero at Vallejo","2nd at South Park",2,737.5
"Embarcadero at Vallejo","Clay at Battery",2,340.5
"Embarcadero at Vallejo","Powell at Post (Union Square)",2,1348.5
"Embarcadero at Vallejo","San Francisco Caltrain 2 (330 Townsend)",2,861
"Embarcadero at Vallejo","Washington at Kearny",2,439.5
"Golden Gate at Polk","Embarcadero at Sansome",2,878.5
"Golden Gate at Polk","Howard at 2nd",2,741
"Golden Gate at Polk","San Francisco Caltrain 2 (330 Townsend)",2,890.5
"Golden Gate at Polk","Yerba Buena Center of the Arts (3rd @ Howard)",2,595
"Grant Avenue at Columbus Avenue","2nd at Folsom",2,483.5
"Grant Avenue at Columbus Avenue","South Van Ness at Market",2,962.5
"Grant Avenue at Columbus Avenue","Spear at Folsom",2,685.5
"Grant Avenue at Columbus Avenue","Washington at Kearny",2,150
"Harry Bridges Plaza (Ferry Building)","Post at Kearny",2,645
"Harry Bridges Plaza (Ferry Building)","Powell Street BART",2,7130.5
"Harry Bridges Plaza (Ferry Building)","Spear at Folsom",2,532
"Howard at 2nd","Beale at Market",2,329
"Howard at 2nd","Embarcadero at Vallejo",2,1128.5
"Howard at 2nd","Market at 10th",2,843.5
"Howard at 2nd","South Van Ness at Market",2,837.5
"Howard at 2nd","Townsend at 7th",2,821
"Japantown","Paseo de San Antonio",2,1720.5
"Japantown","SJSU - San Salvador at 9th",2,1578.5
"MLK Library","San Pedro Square",2,340.5
"Market at 10th","Beale at Market",2,640.5
"Market at 10th","Commercial at Montgomery",2,1092.5
"Market at 10th","Embarcadero at Bryant",2,2246
"Market at 10th","Grant Avenue at Columbus Avenue",2,1068
"Market at 10th","Mechanics Plaza (Market at Battery)",2,681.5
"Market at 4th","2nd at Folsom",2,525
"Market at 4th","2nd at Townsend",2,699.5
"Market at 4th","Spear at Folsom",2,564.5
"Market at Sansome","Clay at Battery",2,322
"Market at Sansome","Embarcadero at Bryant",2,531.5
"Market at Sansome","Market at Sansome",2,2289
"Market at Sansome","Powell at Post (Union Square)",2,420.5
"Mechanics Plaza (Market at Battery)","2nd at Townsend",2,600.5
"Mechanics Plaza (Market at Battery)","Grant Avenue at Columbus Avenue",2,742
"Mechanics Plaza (Market at Battery)","San Francisco City Hall",2,744.5
"Mechanics Plaza (Market at Battery)","Steuart at Market",2,237.5
"Mountain View Caltrain Station","Mountain View Caltrain Station",2,9397
"Mountain View City Hall","Park at Olive",2,3526
"Palo Alto Caltrain Station","California Ave Caltrain Station",2,727.5
"Park at Olive","Cowper at University",2,1772.5
"Paseo de San Antonio","San Pedro Square",2,457.5
"Post at Kearny","Broadway St at Battery St",2,509.5
"Post at Kearny","Embarcadero at Folsom",2,485.5
"Post at Kearny","San Francisco Caltrain (Townsend at 4th)",2,756
"Post at Kearny","Temporary Transbay Terminal (Howard at Beale)",2,324.5
"Powell Street BART","2nd at Townsend",2,651
"Powell Street BART","5th at Howard",2,147
"Powell Street BART","Embarcadero at Bryant",2,1118
"Powell Street BART","Embarcadero at Folsom",2,705.5
"Powell Street BART","Steuart at Market",2,491
"Powell at Post (Union Square)","Civic Center BART (7th at Market)",2,1060
"Powell at Post (Union Square)","Clay at Battery",2,289.5
"Powell at Post (Union Square)","Harry Bridges Plaza (Ferry Building)",2,362
"Powell at Post (Union Square)","Powell at Post (Union Square)",2,19138.5
"Powell at Post (Union Square)","San Francisco City Hall",2,748.5
"Powell at Post (Union Square)","South Van Ness at Market",2,2590.5
"Powell at Post (Union Square)","Spear at Folsom",2,823.5
"Redwood City Public Library","Redwood City Public Library",2,366
"Rengstorff Avenue / California Street","California Ave Caltrain Station",2,1275
"Rengstorff Avenue / California Street","Mountain View City Hall",2,719.5
"Rengstorff Avenue / California Street","Rengstorff Avenue / California Street",2,59727
"Ryland Park","Japantown",2,524
"Ryland Park","SJSU 4th at San Carlos",2,523
"SJSU - San Salvador at 9th","Paseo de San Antonio",2,350
"SJSU - San Salvador at 9th","St James Park",2,642.5
"San Antonio Caltrain Station","Castro Street and El Camino Real",2,72545
"San Antonio Caltrain Station","San Antonio Caltrain Station",2,44721.5
"San Antonio Shopping Center","Castro Street and El Camino Real",2,1073.5
"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain 2 (330 Townsend)",2,1396.5
"San Francisco Caltrain (Townsend at 4th)","Yerba Buena Center of the Arts (3rd @ Howard)",2,369
"San Francisco Caltrain 2 (330 Townsend)","Post at Kearny",2,641
"San Francisco Caltrain 2 (330 Townsend)","Yerba Buena Center of the Arts (3rd @ Howard)",2,413
"San Francisco City Hall","Embarcadero at Sansome",2,1647.5
"San Francisco City Hall","Market at 4th",2,499.5
"San Jose City Hall","Ryland Park",2,55715
"San Jose Civic Center","San Pedro Square",2,1039.5
"San Pedro Square","MLK Library",2,319.5
"San Pedro Square","San Jose City Hall",2,279.5
"San Pedro Square","Santa Clara at Almaden",2,451.5
"San Salvador at 1st","San Pedro Square",2,476
"San Salvador at 1st","Santa Clara at Almaden",2,463
"Santa Clara at Almaden","SJSU - San Salvador at 9th",2,850
"Santa Clara at Almaden","Santa Clara at Almaden",2,1026
"South Van Ness at Market","Embarcadero at Folsom",2,1052.5
"South Van Ness at Market","Mechanics Plaza (Market at Battery)",2,726.5
"South Van Ness at Market","San Francisco City Hall",2,213.5
"Spear at Folsom","Broadway St at Battery St",2,589
"Steuart at Market","5th at Howard",2,760.5
"Steuart at Market","Golden Gate at Polk",2,838.5
"Steuart at Market","Grant Avenue at Columbus Avenue",2,513.5
"Steuart at Market","Market at Sansome",2,383.5
"Steuart at Market","Post at Kearny",2,810
"Steuart at Market","Powell at Post (Union Square)",2,835.5
"Temporary Transbay Terminal (Howard at Beale)","2nd at Folsom",2,288.5
"Temporary Transbay Terminal (Howard at Beale)","Beale at Market",2,184
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Bryant",2,237.5
"Temporary Transbay Terminal (Howard at Beale)","Market at Sansome",2,308.5
"Temporary Transbay Terminal (Howard at Beale)","Powell at Post (Union Square)",2,11921
"Temporary Transbay Terminal (Howard at Beale)","Steuart at Market",2,236
"Townsend at 7th","Broadway St at Battery St",2,1216
"Townsend at 7th","Embarcadero at Bryant",2,688
"Townsend at 7th","Embarcadero at Vallejo",2,902.5
"University and Emerson","California Ave Caltrain Station",2,883.5
"Washington at Kearny","Grant Avenue at Columbus Avenue",2,194.5
"Washington at Kearny","Market at Sansome",2,296
"Washington at Kearny","Temporary Transbay Terminal (Howard at Beale)",2,544.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Beale at Market",2,419.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Davis at Jackson",2,453.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Grant Avenue at Columbus Avenue",2,689.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Steuart at Market",2,463.5
"2nd at Folsom","Clay at Battery",1,580
"2nd at Folsom","Mechanics Plaza (Market at Battery)",1,323
"2nd at Folsom","South Van Ness at Market",1,1141
"2nd at South Park","2nd at Townsend",1,1438
"2nd at South Park","Civic Center BART (7th at Market)",1,6749
"2nd at South Park","Embarcadero at Bryant",1,181
"2nd at South Park","Howard at 2nd",1,248
"2nd at South Park","Market at 10th",1,878
"2nd at South Park","Yerba Buena Center of the Arts (3rd @ Howard)",1,388
"2nd at Townsend","2nd at South Park",1,281
"2nd at Townsend","Broadway St at Battery St",1,535
"2nd at Townsend","Powell Street BART",1,771
"2nd at Townsend","Yerba Buena Center of the Arts (3rd @ Howard)",1,394
