"start_station_name","end_station_name","total_trips","avg_duration"
"Temporary Transbay Terminal (Howard at Beale)","Market at 4th",19,1101.84210526316
"Townsend at 7th","Civic Center BART (7th at Market)",19,575.21052631579
"Townsend at 7th","Harry Bridges Plaza (Ferry Building)",19,900.684210526316
"Townsend at 7th","San Francisco Caltrain 2 (330 Townsend)",19,239.421052631579
"2nd at Townsend","Temporary Transbay Terminal (Howard at Beale)",18,485.833333333333
"Embarcadero at Vallejo","Embarcadero at Sansome",18,1844.11111111111
"San Francisco Caltrain 2 (330 Townsend)","Steuart at Market",18,782.444444444444
"Temporary Transbay Terminal (Howard at Beale)","San Francisco Caltrain 2 (330 Townsend)",18,599.166666666667
"2nd at Townsend","Market at Sansome",17,522.294117647059
"2nd at Townsend","Spear at Folsom",17,360.941176470588
"Evelyn Park and Ride","Mountain View Caltrain Station",17,338.117647058824
"Harry Bridges Plaza (Ferry Building)","San Francisco Caltrain 2 (330 Townsend)",17,710.647058823529
"Market at 4th","Temporary Transbay Terminal (Howard at Beale)",17,404.941176470588
"Market at Sansome","Embarcadero at Sansome",17,621
"Powell at Post (Union Square)","San Francisco Caltrain (Townsend at 4th)",17,645.705882352941
"San Francisco Caltrain (Townsend at 4th)","Broadway St at Battery St",17,821.058823529412
"San Jose Diridon Caltrain Station","San Pedro Square",17,419.705882352941
"South Van Ness at Market","Civic Center BART (7th at Market)",17,314.647058823529
"Yerba Buena Center of the Arts (3rd @ Howard)","San Francisco Caltrain (Townsend at 4th)",17,339.176470588235
"Broadway St at Battery St","San Francisco Caltrain (Townsend at 4th)",16,927.8125
"Broadway St at Battery St","Temporary Transbay Terminal (Howard at Beale)",16,456.875
"Embarcadero at Folsom","San Francisco Caltrain 2 (330 Townsend)",16,600.625
"Embarcadero at Vallejo","Steuart at Market",16,266.6875
"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",16,7081.875
"San Francisco Caltrain 2 (330 Townsend)","Harry Bridges Plaza (Ferry Building)",16,794.6875
"San Jose Diridon Caltrain Station","Santa Clara at Almaden",16,274.375
"Spear at Folsom","San Francisco Caltrain 2 (330 Townsend)",16,1608.875
"Beale at Market","Embarcadero at Sansome",15,538.533333333333
"Davis at Jackson","San Francisco Caltrain (Townsend at 4th)",15,823.533333333333
"Embarcadero at Folsom","Embarcadero at Sansome",15,1338.73333333333
"Embarcadero at Sansome","San Francisco Caltrain (Townsend at 4th)",15,1255.93333333333
"Howard at 2nd","Harry Bridges Plaza (Ferry Building)",15,491.533333333333
"Market at 4th","San Francisco Caltrain 2 (330 Townsend)",15,422.466666666667
"Market at Sansome","Grant Avenue at Columbus Avenue",15,418.466666666667
"Market at Sansome","San Francisco Caltrain 2 (330 Townsend)",15,744.2
"Mechanics Plaza (Market at Battery)","Market at 4th",15,610.266666666667
"Powell Street BART","San Francisco Caltrain 2 (330 Townsend)",15,483.666666666667
"SJSU - San Salvador at 9th","San Jose Diridon Caltrain Station",15,762.933333333333
"San Francisco Caltrain (Townsend at 4th)","Embarcadero at Vallejo",15,846.8
"San Pedro Square","San Jose Diridon Caltrain Station",15,438.6
"South Van Ness at Market","San Francisco Caltrain (Townsend at 4th)",15,697.533333333333
"Temporary Transbay Terminal (Howard at Beale)","5th at Howard",15,426
"Cowper at University","Palo Alto Caltrain Station",14,298.5
"Harry Bridges Plaza (Ferry Building)","Market at Sansome",14,385.142857142857
"Market at 10th","San Francisco Caltrain 2 (330 Townsend)",14,736.785714285714
"Mechanics Plaza (Market at Battery)","Davis at Jackson",14,319.857142857143
"San Francisco Caltrain (Townsend at 4th)","Clay at Battery",14,859.142857142857
"San Jose Diridon Caltrain Station","Ryland Park",14,612.857142857143
"San Jose Diridon Caltrain Station","SJSU - San Salvador at 9th",14,677.071428571429
"South Van Ness at Market","Powell Street BART",14,391.214285714286
"Steuart at Market","Embarcadero at Vallejo",14,391.357142857143
"Townsend at 7th","Spear at Folsom",14,893.142857142857
"2nd at Folsom","Powell Street BART",13,477.153846153846
"Beale at Market","San Francisco Caltrain 2 (330 Townsend)",13,742.615384615385
"Civic Center BART (7th at Market)","Market at 10th",13,200.923076923077
"Commercial at Montgomery","San Francisco Caltrain (Townsend at 4th)",13,1134.69230769231
"Embarcadero at Sansome","Embarcadero at Bryant",13,1920.61538461538
"Grant Avenue at Columbus Avenue","Embarcadero at Folsom",13,536.076923076923
"Market at 10th","Market at Sansome",13,631.230769230769
"Market at 4th","Market at 10th",13,590.538461538462
"Market at Sansome","2nd at Folsom",13,291.923076923077
"San Francisco Caltrain (Townsend at 4th)","2nd at Townsend",13,376.384615384615
"San Francisco Caltrain 2 (330 Townsend)","Market at Sansome",13,1179.92307692308
"San Jose Diridon Caltrain Station","Paseo de San Antonio",13,455.769230769231
"2nd at Folsom","Market at 4th",12,436.916666666667
"2nd at South Park","5th at Howard",12,675.166666666667
"Beale at Market","Broadway St at Battery St",12,2847.75
"Beale at Market","Embarcadero at Vallejo",12,311.083333333333
"Commercial at Montgomery","Temporary Transbay Terminal (Howard at Beale)",12,343.166666666667
"Embarcadero at Bryant","Embarcadero at Sansome",12,1125.5
"Embarcadero at Sansome","Temporary Transbay Terminal (Howard at Beale)",12,573.166666666667
"Harry Bridges Plaza (Ferry Building)","Townsend at 7th",12,973.083333333333
"Howard at 2nd","5th at Howard",12,266.666666666667
"Market at 4th","Harry Bridges Plaza (Ferry Building)",12,566.166666666667
"Market at 4th","Market at Sansome",12,877.166666666667
"Palo Alto Caltrain Station","Cowper at University",12,303.25
"Powell at Post (Union Square)","Embarcadero at Sansome",12,849.25
"San Francisco Caltrain (Townsend at 4th)","Howard at 2nd",12,478.916666666667
"San Francisco Caltrain 2 (330 Townsend)","Embarcadero at Folsom",12,673.166666666667
"San Francisco Caltrain 2 (330 Townsend)","Golden Gate at Polk",12,803
"San Jose City Hall","San Jose Diridon Caltrain Station",12,623
"San Jose Diridon Caltrain Station","MLK Library",12,539.666666666667
"Spear at Folsom","Townsend at 7th",12,845.25
"Townsend at 7th","Market at Sansome",12,869.166666666667
"2nd at South Park","Temporary Transbay Terminal (Howard at Beale)",11,392.454545454545
"2nd at Townsend","Embarcadero at Sansome",11,1473.36363636364
"Beale at Market","Spear at Folsom",11,270.818181818182
"Clay at Battery","San Francisco Caltrain (Townsend at 4th)",11,1158.72727272727
"Commercial at Montgomery","Market at Sansome",11,295.727272727273
"Embarcadero at Bryant","Embarcadero at Folsom",11,498.727272727273
"Grant Avenue at Columbus Avenue","Commercial at Montgomery",11,205.090909090909
"Grant Avenue at Columbus Avenue","San Francisco Caltrain 2 (330 Townsend)",11,969.363636363636
"Powell Street BART","Market at Sansome",11,422.636363636364
"San Francisco Caltrain (Townsend at 4th)","2nd at South Park",11,367.909090909091
"San Francisco Caltrain (Townsend at 4th)","Beale at Market",11,824.090909090909
"San Francisco Caltrain (Townsend at 4th)","Commercial at Montgomery",11,770.818181818182
"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",11,4426.81818181818
"Temporary Transbay Terminal (Howard at Beale)","Commercial at Montgomery",11,430.909090909091
"Temporary Transbay Terminal (Howard at Beale)","Howard at 2nd",11,176.545454545455
"Yerba Buena Center of the Arts (3rd @ Howard)","San Francisco Caltrain 2 (330 Townsend)",11,339.363636363636
"2nd at Townsend","Howard at 2nd",10,329.3
"Beale at Market","2nd at South Park",10,1689.1
"Beale at Market","Harry Bridges Plaza (Ferry Building)",10,160.7
"Civic Center BART (7th at Market)","Steuart at Market",10,793.6
"Embarcadero at Sansome","Clay at Battery",10,529.6
"Embarcadero at Sansome","Powell at Post (Union Square)",10,1435.6
"Grant Avenue at Columbus Avenue","Beale at Market",10,408.2
"Grant Avenue at Columbus Avenue","Clay at Battery",10,253.2
"Harry Bridges Plaza (Ferry Building)","Embarcadero at Bryant",10,443.2
"Harry Bridges Plaza (Ferry Building)","Embarcadero at Vallejo",10,595.4
"Market at 4th","Civic Center BART (7th at Market)",10,3831
"Market at Sansome","Steuart at Market",10,818.5
"Palo Alto Caltrain Station","Palo Alto Caltrain Station",10,5344.8
"Paseo de San Antonio","San Jose Diridon Caltrain Station",10,463.5
"San Francisco Caltrain (Townsend at 4th)","2nd at Folsom",10,443.4
"San Francisco Caltrain (Townsend at 4th)","Market at 4th",10,592.3
"San Francisco Caltrain 2 (330 Townsend)","Civic Center BART (7th at Market)",10,653.3
"San Francisco City Hall","San Francisco City Hall",10,2883.4
"Steuart at Market","Embarcadero at Bryant",10,425
"Temporary Transbay Terminal (Howard at Beale)","2nd at South Park",10,475
"Temporary Transbay Terminal (Howard at Beale)","Powell Street BART",10,581.9
"Townsend at 7th","South Van Ness at Market",10,590.6
"Washington at Kearny","Powell Street BART",10,860.3
"Yerba Buena Center of the Arts (3rd @ Howard)","5th at Howard",10,235.6
"Yerba Buena Center of the Arts (3rd @ Howard)","Townsend at 7th",10,693.7
"2nd at Folsom","Harry Bridges Plaza (Ferry Building)",9,632.333333333333
"2nd at South Park","Harry Bridges Plaza (Ferry Building)",9,495.666666666667
"2nd at South Park","Powell Street BART",9,743.888888888889
"2nd at South Park","San Francisco Caltrain 2 (330 Townsend)",9,293.333333333333
"2nd at Townsend","Davis at Jackson",9,1173.88888888889
"2nd at Townsend","Embarcadero at Folsom",9,370.555555555556
"2nd at Townsend","Townsend at 7th",9,443.444444444444
"5th at Howard","Howard at 2nd",9,441.444444444444
"5th at Howard","Temporary Transbay Terminal (Howard at Beale)",9,5648
"California Ave Caltrain Station","University and Emerson",9,914.222222222222
"Clay at Battery","Grant Avenue at Columbus Avenue",9,1056.33333333333
"Commercial at Montgomery","Market at 4th",9,396.777777777778
"Commercial at Montgomery","San Francisco Caltrain 2 (330 Townsend)",9,890.777777777778
"Embarcadero at Folsom","Embarcadero at Bryant",9,1064.66666666667
"Embarcadero at Sansome","2nd at Townsend",9,952.222222222222
"Embarcadero at Sansome","Davis at Jackson",9,420.111111111111
"Embarcadero at Sansome","Embarcadero at Sansome",9,3396
"Embarcadero at Sansome","Market at Sansome",9,785.333333333333
"Grant Avenue at Columbus Avenue","San Francisco Caltrain (Townsend at 4th)",9,989
"Grant Avenue at Columbus Avenue","Temporary Transbay Terminal (Howard at Beale)",9,542.888888888889
"Harry Bridges Plaza (Ferry Building)","2nd at South Park",9,570.222222222222
"Howard at 2nd","Steuart at Market",9,379.555555555556
"Market at Sansome","South Van Ness at Market",9,3342.77777777778
"Mechanics Plaza (Market at Battery)","South Van Ness at Market",9,827.666666666667
"Mountain View Caltrain Station","Rengstorff Avenue / California Street",9,807.222222222222
"Post at Kearny","Washington at Kearny",9,196.666666666667
"Powell Street BART","2nd at Folsom",9,494.888888888889
"Powell Street BART","San Francisco City Hall",9,415.888888888889
"Powell at Post (Union Square)","Steuart at Market",9,930.666666666667
"San Francisco Caltrain (Townsend at 4th)","Mechanics Plaza (Market at Battery)",9,743.888888888889
"San Francisco Caltrain (Townsend at 4th)","Powell Street BART",9,568.666666666667
"San Francisco Caltrain 2 (330 Townsend)","South Van Ness at Market",9,903.888888888889
"San Francisco Caltrain 2 (330 Townsend)","Temporary Transbay Terminal (Howard at Beale)",9,716.777777777778
"South Van Ness at Market","Market at 4th",9,1673.88888888889
"Spear at Folsom","2nd at Townsend",9,373.555555555556
"St James Park","San Jose Diridon Caltrain Station",9,428
"Steuart at Market","Embarcadero at Folsom",9,136.555555555556
"Steuart at Market","Steuart at Market",9,2454.66666666667
"University and Emerson","University and Emerson",9,3498.55555555556
"2nd at Folsom","San Francisco Caltrain 2 (330 Townsend)",8,366.125
"2nd at Townsend","Clay at Battery",8,685.75
"5th at Howard","San Francisco Caltrain 2 (330 Townsend)",8,457
"Beale at Market","Commercial at Montgomery",8,237
"Civic Center BART (7th at Market)","Market at Sansome",8,530.375
"Civic Center BART (7th at Market)","San Francisco Caltrain (Townsend at 4th)",8,518.375
"Civic Center BART (7th at Market)","South Van Ness at Market",8,301.125
"Davis at Jackson","Embarcadero at Sansome",8,369
"Embarcadero at Bryant","Clay at Battery",8,495.875
"Embarcadero at Bryant","Mechanics Plaza (Market at Battery)",8,601.625
"Embarcadero at Bryant","San Francisco Caltrain 2 (330 Townsend)",8,513.625
"Embarcadero at Sansome","Commercial at Montgomery",8,449.5
"Golden Gate at Polk","Market at Sansome",8,617
"Golden Gate at Polk","Townsend at 7th",8,598.75
"Harry Bridges Plaza (Ferry Building)","Grant Avenue at Columbus Avenue",8,1829.625
"Harry Bridges Plaza (Ferry Building)","Mechanics Plaza (Market at Battery)",8,286
"Market at 10th","2nd at South Park",8,782.125
"Market at 10th","Civic Center BART (7th at Market)",8,201.5
"Market at 10th","Townsend at 7th",8,502.625
"Market at 4th","Steuart at Market",8,1962.125
"Market at Sansome","2nd at Townsend",8,511.125
"Market at Sansome","Civic Center BART (7th at Market)",8,568.75
"Market at Sansome","Powell Street BART",8,616.875
"Market at Sansome","Temporary Transbay Terminal (Howard at Beale)",8,248.5
"Market at Sansome","Townsend at 7th",8,844.625
"Mechanics Plaza (Market at Battery)","Embarcadero at Bryant",8,718.75
"Powell Street BART","Townsend at 7th",8,620.5
"Powell at Post (Union Square)","Market at Sansome",8,314.625
"San Francisco Caltrain (Townsend at 4th)","South Van Ness at Market",8,884.375
"San Francisco Caltrain 2 (330 Townsend)","2nd at South Park",8,315.75
"San Francisco Caltrain 2 (330 Townsend)","2nd at Townsend",8,286.375
"San Jose City Hall","San Salvador at 1st",8,296.375
"Steuart at Market","2nd at South Park",8,831.625
"Steuart at Market","Mechanics Plaza (Market at Battery)",8,385.5
"2nd at South Park","Market at 4th",7,2487
"5th at Howard","Townsend at 7th",7,585.714285714286
"Broadway St at Battery St","Mechanics Plaza (Market at Battery)",7,301.428571428571
"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",7,11108.2857142857
"Civic Center BART (7th at Market)","Clay at Battery",7,727.571428571429
"Clay at Battery","Powell Street BART",7,466.142857142857
"Davis at Jackson","Grant Avenue at Columbus Avenue",7,913
"Davis at Jackson","Market at Sansome",7,430.428571428571
"Embarcadero at Bryant","Commercial at Montgomery",7,3024.14285714286
"Embarcadero at Bryant","Embarcadero at Vallejo",7,476.142857142857
"Embarcadero at Sansome","Embarcadero at Folsom",7,1248.85714285714
"Embarcadero at Sansome","Mechanics Plaza (Market at Battery)",7,620.571428571429
"Embarcadero at Sansome","Washington at Kearny",7,750.428571428571
"Harry Bridges Plaza (Ferry Building)","Market at 4th",7,1781.28571428571
"Howard at 2nd","San Francisco Caltrain 2 (330 Townsend)",7,471.285714285714
"Market at 4th","Mechanics Plaza (Market at Battery)",7,2881.14285714286
"Market at 4th","San Francisco City Hall",7,6508.28571428571
"Market at Sansome","Commercial at Montgomery",7,261.571428571429
"Mechanics Plaza (Market at Battery)","Commercial at Montgomery",7,278
"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",7,3827.71428571429
"Mechanics Plaza (Market at Battery)","Powell at Post (Union Square)",7,420.857142857143
"Mechanics Plaza (Market at Battery)","San Francisco Caltrain (Townsend at 4th)",7,845.142857142857
"Post at Kearny","South Van Ness at Market",7,674.428571428571
"Post at Kearny","Townsend at 7th",7,866.714285714286
"Powell at Post (Union Square)","Mechanics Plaza (Market at Battery)",7,313.285714285714
"Rengstorff Avenue / California Street","Mountain View Caltrain Station",7,850.428571428571
"Ryland Park","Santa Clara County Civic Center",7,471.285714285714
"San Francisco Caltrain (Townsend at 4th)","5th at Howard",7,426.714285714286
"San Francisco Caltrain (Townsend at 4th)","Civic Center BART (7th at Market)",7,649.142857142857
"San Francisco Caltrain (Townsend at 4th)","Post at Kearny",7,774.714285714286
"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",7,4755.14285714286
"San Francisco City Hall","Civic Center BART (7th at Market)",7,800.571428571429
"San Francisco City Hall","Powell Street BART",7,370.428571428571
"San Jose Civic Center","San Jose Diridon Caltrain Station",7,11055.7142857143
"San Jose Diridon Caltrain Station","Japantown",7,847.285714285714
"San Jose Diridon Caltrain Station","St James Park",7,468.428571428571
"San Salvador at 1st","MLK Library",7,282.142857142857
"South Van Ness at Market","San Francisco Caltrain 2 (330 Townsend)",7,743.571428571429
"Steuart at Market","Market at 4th",7,578.428571428571
"Steuart at Market","Townsend at 7th",7,978.857142857143
"Temporary Transbay Terminal (Howard at Beale)","Clay at Battery",7,280
"Temporary Transbay Terminal (Howard at Beale)","Golden Gate at Polk",7,811.142857142857
"Washington at Kearny","Embarcadero at Sansome",7,9646.28571428571
"Yerba Buena Center of the Arts (3rd @ Howard)","Market at 10th",7,584.142857142857
"2nd at Folsom","2nd at South Park",6,177.5
"2nd at Folsom","Temporary Transbay Terminal (Howard at Beale)",6,320.5
"2nd at South Park","Steuart at Market",6,762.833333333333
"2nd at Townsend","Grant Avenue at Columbus Avenue",6,2704
"5th at Howard","2nd at Folsom",6,391
"5th at Howard","Commercial at Montgomery",6,411.333333333333
"Adobe on Almaden","San Jose Diridon Caltrain Station",6,287.5
"Civic Center BART (7th at Market)","Market at 4th",6,570
"Civic Center BART (7th at Market)","Mechanics Plaza (Market at Battery)",6,1839
"Civic Center BART (7th at Market)","Powell Street BART",6,301.666666666667
"Commercial at Montgomery","Davis at Jackson",6,253.5
"Commercial at Montgomery","Embarcadero at Bryant",6,609.166666666667
"Commercial at Montgomery","Mechanics Plaza (Market at Battery)",6,287
"Davis at Jackson","San Francisco Caltrain 2 (330 Townsend)",6,863.333333333333
"Embarcadero at Bryant","Spear at Folsom",6,239
"Embarcadero at Bryant","Steuart at Market",6,335.5
"Embarcadero at Folsom","2nd at Townsend",6,8689.83333333333
"Embarcadero at Vallejo","Embarcadero at Bryant",6,397.666666666667
"Grant Avenue at Columbus Avenue","Market at 4th",6,548.833333333333
"Grant Avenue at Columbus Avenue","Steuart at Market",6,532.833333333333
"Howard at 2nd","2nd at South Park",6,330.166666666667
"Howard at 2nd","Market at 4th",6,320.5
"Market at 10th","Market at 10th",6,6137.16666666667
"Market at Sansome","Broadway St at Battery St",6,489.833333333333
"Market at Sansome","Howard at 2nd",6,195.833333333333
"Mechanics Plaza (Market at Battery)","Embarcadero at Folsom",6,6560.5
"Mechanics Plaza (Market at Battery)","Market at 10th",6,5987.83333333333
"Powell Street BART","Beale at Market",6,453.5
"Powell Street BART","Market at 4th",6,6477.83333333333
"Powell at Post (Union Square)","San Francisco Caltrain 2 (330 Townsend)",6,519.833333333333
"Powell at Post (Union Square)","Townsend at 7th",6,786.833333333333
"Powell at Post (Union Square)","Washington at Kearny",6,288.5
"Ryland Park","Ryland Park",6,3902.33333333333
"San Francisco Caltrain (Townsend at 4th)","Grant Avenue at Columbus Avenue",6,941.833333333333
"San Francisco Caltrain 2 (330 Townsend)","2nd at Folsom",6,468.666666666667
"San Francisco Caltrain 2 (330 Townsend)","Davis at Jackson",6,4522
"San Jose Diridon Caltrain Station","Adobe on Almaden",6,243.5
"Santa Clara County Civic Center","Ryland Park",6,710.166666666667
"South Van Ness at Market","Temporary Transbay Terminal (Howard at Beale)",6,824.333333333333
"Spear at Folsom","Clay at Battery",6,519.833333333333
"Spear at Folsom","Embarcadero at Bryant",6,354
"Steuart at Market","Civic Center BART (7th at Market)",6,844.666666666667
"Steuart at Market","Harry Bridges Plaza (Ferry Building)",6,812.833333333333
"Temporary Transbay Terminal (Howard at Beale)","Civic Center BART (7th at Market)",6,671.166666666667
"Temporary Transbay Terminal (Howard at Beale)","Market at 10th",6,885.333333333333
"Temporary Transbay Terminal (Howard at Beale)","Washington at Kearny",6,564.666666666667
"Townsend at 7th","Market at 4th",6,709.833333333333
"Townsend at 7th","Townsend at 7th",6,639.333333333333
"Washington at Kearny","Washington at Kearny",6,13439
"Yerba Buena Center of the Arts (3rd @ Howard)","Harry Bridges Plaza (Ferry Building)",6,1346
"2nd at Folsom","2nd at Townsend",5,240.2
"2nd at Folsom","Beale at Market",5,729
"2nd at Folsom","Embarcadero at Folsom",5,314.8
"2nd at Folsom","Washington at Kearny",5,621.4
"2nd at South Park","Post at Kearny",5,2251
"2nd at South Park","South Van Ness at Market",5,1278.2
"2nd at Townsend","2nd at Folsom",5,264.8
"2nd at Townsend","2nd at Townsend",5,9745.4
"2nd at Townsend","Beale at Market",5,590.4
"Arena Green / SAP Center","St James Park",5,422.4
"Beale at Market","2nd at Townsend",5,673.4
"Beale at Market","Embarcadero at Bryant",5,427.6
"Beale at Market","Market at Sansome",5,1387.4
"Broadway St at Battery St","Embarcadero at Bryant",5,588
"California Ave Caltrain Station","Palo Alto Caltrain Station",5,1339.8
"Civic Center BART (7th at Market)","Davis at Jackson",5,873
"Civic Center BART (7th at Market)","Golden Gate at Polk",5,236.8
"Civic Center BART (7th at Market)","San Francisco Caltrain 2 (330 Townsend)",5,544.6
"Clay at Battery","Embarcadero at Sansome",5,3868.2
"Clay at Battery","San Francisco Caltrain 2 (330 Townsend)",5,970.2
"Clay at Battery","Temporary Transbay Terminal (Howard at Beale)",5,1138
"Clay at Battery","Washington at Kearny",5,650.8
"Commercial at Montgomery","Powell Street BART",5,520.2
"Commercial at Montgomery","Spear at Folsom",5,518
"Davis at Jackson","2nd at Townsend",5,642.6
"Davis at Jackson","Davis at Jackson",5,754.8
"Davis at Jackson","Market at 10th",5,956.2
"Embarcadero at Folsom","2nd at South Park",5,441.2
"Embarcadero at Folsom","Steuart at Market",5,158.8
"Embarcadero at Sansome","Market at 4th",5,1349.4
"Embarcadero at Vallejo","Market at 4th",5,997.6
"Golden Gate at Polk","Powell Street BART",5,3737.4
"Grant Avenue at Columbus Avenue","Grant Avenue at Columbus Avenue",5,1684.2
"Harry Bridges Plaza (Ferry Building)","2nd at Folsom",5,635.8
"Harry Bridges Plaza (Ferry Building)","Commercial at Montgomery",5,498.4
"Harry Bridges Plaza (Ferry Building)","Davis at Jackson",5,193.8
"Harry Bridges Plaza (Ferry Building)","Powell at Post (Union Square)",5,3630.8
"Howard at 2nd","2nd at Townsend",5,1846.2
"Howard at 2nd","Powell at Post (Union Square)",5,1823.4
"Japantown","Santa Clara County Civic Center",5,615.4
"Market at 10th","Davis at Jackson",5,789.6
"Market at 10th","Howard at 2nd",5,815.2
"Market at 4th","2nd at South Park",5,657
"Market at 4th","Clay at Battery",5,617
"Market at 4th","Embarcadero at Sansome",5,4118.6
"Market at 4th","Market at 4th",5,1527.2
"Market at Sansome","Market at 4th",5,1185.6
